question_id,question,options,answer,answer_index,cot_content,category,src
11609,"Evaluate \nablaf at the point (2, 3,5). The scalar field f is given by f(x_1, x_2, x_3) = 2 sin x_1 - x_1^2x_2x_3 + x_1e^(x)2(1)
Options:
 A. (40.74, -20.17, 12)
B. (- 30.74, 10.17, - 2)
C. (0, 40.34, 24)
D. (30.74, 10.17, 2)
E. (40.74, 20.17, -12)
F. (- 40.74, 20.17, - 12)
G. (30.74, -20.17, -12)
H. (-40.74, -20.17, 12)
I. (-30.74, -10.17, 2)
J. (40.74, 20.17, 12)","['(40.74, -20.17, 12)' '(- 30.74, 10.17, - 2)' '(0, 40.34, 24)'
 '(30.74, 10.17, 2)' '(40.74, 20.17, -12)' '(- 40.74, 20.17, - 12)'
 '(30.74, -20.17, -12)' '(-40.74, -20.17, 12)' '(-30.74, -10.17, 2)'
 '(40.74, 20.17, 12)']",F,5,,engineering,stemez-Electromagnetics
3648,"Two narrow slits separated by $0.10 \mathrm{~mm}$ are illuminated by light of wavelength $600 \mathrm{~nm}$. What is the angular position of the first maximum in the interference pattern? If a detector is located $2.00 \mathrm{~m}$ beyond the slits, what is the distance between the central maximum and the first maximum?
Options:
 A. 4 mm
B. 18 mm
C. 14 mm
D. 24 mm
E. 8 mm
F.  12 mm
G. 6 mm
H. 20 mm
I. 10 mm
J. 16 mm","['4 mm' '18 mm' '14 mm' '24 mm' '8 mm' ' 12 mm' '6 mm' '20 mm' '10 mm'
 '16 mm']",F,5,,chemistry,scibench-chemmc
6879,"What is opportunity cost? W
Options:
 A. Opportunity cost is the time required to produce a good or service
B. Opportunity cost is the financial cost of production
C. Opportunity cost is the revenue generated from the sale of a good or service
D. Opportunity cost is the direct monetary cost associated with the purchasing of a good or service
E. Opportunity cost is the benefit that is lost when an investor chooses one alternative over another
F. Opportunity cost is the sum of all costs involved in making a decision
G. Opportunity cost is the sacrifice of a good or service that might have been produced instead when resources are used for a particular good or service.
H. Opportunity cost is the benefit gained from the next best alternative
I. Opportunity cost is the total cost of production
J. Opportunity cost is the cost of not choosing the second-best option available","['Opportunity cost is the time required to produce a good or service'
 'Opportunity cost is the financial cost of production'
 'Opportunity cost is the revenue generated from the sale of a good or service'
 'Opportunity cost is the direct monetary cost associated with the purchasing of a good or service'
 'Opportunity cost is the benefit that is lost when an investor chooses one alternative over another'
 'Opportunity cost is the sum of all costs involved in making a decision'
 'Opportunity cost is the sacrifice of a good or service that might have been produced instead when resources are used for a particular good or service.'
 'Opportunity cost is the benefit gained from the next best alternative'
 'Opportunity cost is the total cost of production'
 'Opportunity cost is the cost of not choosing the second-best option available']",G,6,,economics,stemez-Economics
9506,"A spotlight equipped with a 32-candle bulb concentrates the beam on a vertical area of 125 ft^2at a distance of 100 ft. What is the luminous intensity of the spot of light in the beam direction?
Options:
 A. 16,000 candles
B. 50,000 candles
C. 64,000 candles
D. 25,000 candles
E. 10,000 candles
F. 80,000 candles
G. 32,000 candles
H. 3,200 candles
I. 4,000 candles
J. 40,000 candles","['16,000 candles' '50,000 candles' '64,000 candles' '25,000 candles'
 '10,000 candles' '80,000 candles' '32,000 candles' '3,200 candles'
 '4,000 candles' '40,000 candles']",G,6,,physics,stemez-Physics
885,"Maine's famous aphorism that 'the movement of progressive societies has hitherto been a movement from Status to Contract' is often misunderstood. In what way?
Options:
 A. His concept of status is misrepresented.
B. It is wrongly considered to be a universal rule.
C. It is misinterpreted as a prediction.
D. His idea is considered inapplicable to Western legal systems.
E. It is incorrectly related to economic progression.
F. It is taken literally.
G. The historical context of the aphorism is often overlooked.
H. His use of the word 'progressive' is often misconstrued.
I. His concept of 'contract' is often misinterpreted.
J. It is mistakenly thought to apply to all types of societies.","['His concept of status is misrepresented.'
 'It is wrongly considered to be a universal rule.'
 'It is misinterpreted as a prediction.'
 'His idea is considered inapplicable to Western legal systems.'
 'It is incorrectly related to economic progression.'
 'It is taken literally.'
 'The historical context of the aphorism is often overlooked.'
 ""His use of the word 'progressive' is often misconstrued.""
 ""His concept of 'contract' is often misinterpreted.""
 'It is mistakenly thought to apply to all types of societies.']",C,2,,law,ori_mmlu-jurisprudence
11864,"Consider a solid naphthalene plate suspended vertically in pure air at 1atmand is entirely free from forced convection. Determine: (a) the average coefficient of mass transfer over the first 1.5 ft down the plate (b) the average mass transfer rate over 1.5 ft from the upper edge (c) the local coefficient of mass transfer at 1.5 ft from the upper edge of the plate (d) the local concentration gradient at the surface of the plate at 1.5 ft below the upper edge (e) the local thickness of the momentum and concentration boundary layers at 1.5 ft below the upper edge of the plate (f) the maximum velocity in the boundary layer at 1.5 ft from the upper edge of the plate The temperature of the system is 115°F.
Options:
 A. 6.3 ft/hr, 0.0028 lb/hr, 4.9 ft/hr, -0.0033lb_m/ft^4, 0.113 ft, 0.091 ft/sec
B. 6.05 ft/hr, 0.0031 lb/hr, 4.6 ft/hr, -0.0038lb_m/ft^4, 0.120 ft, 0.092 ft/sec
C. 6.5 ft/hr, 0.0035 lb/hr, 4.7 ft/hr, -0.0035lb_m/ft^4, 0.110 ft, 0.095 ft/sec
D. 5.8 ft/hr, 0.0030 lb/hr, 4.2 ft/hr, -0.0041lb_m/ft^4, 0.115 ft, 0.094 ft/sec
E. 6.1 ft/hr, 0.0034 lb/hr, 4.8 ft/hr, -0.0036lb_m/ft^4, 0.123 ft, 0.089 ft/sec
F. 5.67 ft/hr, 0.0035 lb/hr, 4.0 ft/hr, -0.004 lb_m/ft^4, 0.129 ft, 0.098 ft/sec
G. 5.9 ft/hr, 0.0031 lb/hr, 3.9 ft/hr, -0.0043lb_m/ft^4, 0.122 ft, 0.096 ft/sec
H. 5.5 ft/hr, 0.0032 lb/hr, 3.8 ft/hr, -0.0042lb_m/ft^4, 0.125 ft, 0.090 ft/sec
I. 6.067 ft/hr, 0.00306 lb/hr, 4.55 ft/hr, -0.00374lb_m/ft^4, 0.1199 ft, 0.0938 ft/sec
J. 6.2 ft/hr, 0.0029 lb/hr, 4.3 ft/hr, -0.0039lb_m/ft^4, 0.117 ft, 0.097 ft/sec","['6.3 ft/hr, 0.0028 lb/hr, 4.9 ft/hr, -0.0033lb_m/ft^4, 0.113 ft, 0.091 ft/sec'
 '6.05 ft/hr, 0.0031 lb/hr, 4.6 ft/hr, -0.0038lb_m/ft^4, 0.120 ft, 0.092 ft/sec'
 '6.5 ft/hr, 0.0035 lb/hr, 4.7 ft/hr, -0.0035lb_m/ft^4, 0.110 ft, 0.095 ft/sec'
 '5.8 ft/hr, 0.0030 lb/hr, 4.2 ft/hr, -0.0041lb_m/ft^4, 0.115 ft, 0.094 ft/sec'
 '6.1 ft/hr, 0.0034 lb/hr, 4.8 ft/hr, -0.0036lb_m/ft^4, 0.123 ft, 0.089 ft/sec'
 '5.67 ft/hr, 0.0035 lb/hr, 4.0 ft/hr, -0.004 lb_m/ft^4, 0.129 ft, 0.098 ft/sec'
 '5.9 ft/hr, 0.0031 lb/hr, 3.9 ft/hr, -0.0043lb_m/ft^4, 0.122 ft, 0.096 ft/sec'
 '5.5 ft/hr, 0.0032 lb/hr, 3.8 ft/hr, -0.0042lb_m/ft^4, 0.125 ft, 0.090 ft/sec'
 '6.067 ft/hr, 0.00306 lb/hr, 4.55 ft/hr, -0.00374lb_m/ft^4, 0.1199 ft, 0.0938 ft/sec'
 '6.2 ft/hr, 0.0029 lb/hr, 4.3 ft/hr, -0.0039lb_m/ft^4, 0.117 ft, 0.097 ft/sec']",I,8,,engineering,stemez-TransportPhenomena
1983,"A woman attended a private university. One afternoon she was approached by a photographer for a magazine, who asked her if she would be interested in posing nude for an upcoming issue. The woman, who was an aspiring model, agreed and posed for a number of nude pictures, which subsequently appeared in the magazine. Afterward, administrators and professors at the university began to harass her for what they considered to be imprudent behavior. During class, her instructors frequently called her ""Playmate"" and ""Stripper. "" Consequently, the woman brought suit in federal court against the university, alleging harassment, and seeking an injunction and damages. After this action was instituted, the university signed a stipulation agreeing not to harass her in the future. The federal court should now
Options:
 A. dismiss the action as moot.
B. dismiss the action because the university has agreed to stop the harassment.
C. dismiss the case because the woman did not file a complaint with the university first.
D. dismiss the action since the issues are no longer ripe.
E. dismiss the action because there is no case or controversy.
F. hear the case because the woman's career could be affected.
G. dismiss the action because the woman agreed to pose for the pictures.
H. dismiss the case because it involves a private institution.
I. hear the case.
J. hear the case because the woman's rights have been violated.","['dismiss the action as moot.'
 'dismiss the action because the university has agreed to stop the harassment.'
 'dismiss the case because the woman did not file a complaint with the university first.'
 'dismiss the action since the issues are no longer ripe.'
 'dismiss the action because there is no case or controversy.'
 ""hear the case because the woman's career could be affected.""
 'dismiss the action because the woman agreed to pose for the pictures.'
 'dismiss the case because it involves a private institution.'
 'hear the case.'
 ""hear the case because the woman's rights have been violated.""]",I,8,,law,ori_mmlu-professional_law
9570,"A camera objective of 50 mm focal length is set at aperture stop (f / 4). If the camera is then focused at an object 20 cm away what will the effective f-number be?
Options:
 A. 7.1
B. 9.4
C. 4.0
D. 3.8
E. 5.33
F. 6.7
G. 4.5
H. 6.2
I. 8.0
J. 5.0",['7.1' '9.4' '4.0' '3.8' '5.33' '6.7' '4.5' '6.2' '8.0' '5.0'],E,4,,physics,stemez-Optics
4397,"A chemist dissolves 10 g of an unknown protein in a liter of water at 25°C. The osmotic pressure is found to be 9.25 mmHg. What is the protein's molecular weight. Based upon the number of moles in 10 g of protein, what would the freezing point depression and boiling point elevation be? Assume R = Universal Gas Constant = .0821 (liter- atm / mole°K), k_f = (1.86°C / m), and k_b = (.52°C / m).
Options:
 A. Molecular weight: 21,500 (g / mole), ∆T_f = 8.8 × 10^-4 °C, ∆T_b = 2.34 × 10^-4 °C
B. Molecular weight: 18,500 (g / mole), ∆T_f = 10.3 × 10^-4 °C, ∆T_b = 2.79 × 10^-4°C
C. Molecular weight: 15,000 (g / mole), ∆T_f = 12.6 × 10^-4 °C, ∆T_b = 3.35 × 10^-4 °C
D. Molecular weight: 25,000 (g / mole), ∆T_f = 7.2 × 10^-4 °C, ∆T_b = 1.89 × 10^-4 °C
E. Molecular weight: 22,000 (g / mole), ∆T_f = 8.3 × 10^-4 °C, ∆T_b = 2.09 × 10^-4°C
F. Molecular weight: 23,000 (g / mole), ∆T_f = 6.5 × 10^-4 °C, ∆T_b = 1.73 × 10^-4 °C
G. Molecular weight: 17,800 (g / mole), ∆T_f = 10.9 × 10^-4 °C, ∆T_b = 2.92 × 10^-4 °C
H. Molecular weight: 20,100 (g / mole), ∆T_f = 9.3 × 10^-4 °C, ∆T_b = 2.59 × 10^-4°C
I. Molecular weight: 22,500 (g / mole), ∆T_f = 8.1 × 10^-4 °C, ∆T_b = 2.15 × 10^-4 °C
J. Molecular weight: 19,100 (g / mole), ∆T_f = 1.3 × 10^-4 °C, ∆T_b = 3.59 × 10^-4°C","['Molecular weight: 21,500 (g / mole), ∆T_f = 8.8 × 10^-4 °C, ∆T_b = 2.34 × 10^-4 °C'
 'Molecular weight: 18,500 (g / mole), ∆T_f = 10.3 × 10^-4 °C, ∆T_b = 2.79 × 10^-4°C'
 'Molecular weight: 15,000 (g / mole), ∆T_f = 12.6 × 10^-4 °C, ∆T_b = 3.35 × 10^-4 °C'
 'Molecular weight: 25,000 (g / mole), ∆T_f = 7.2 × 10^-4 °C, ∆T_b = 1.89 × 10^-4 °C'
 'Molecular weight: 22,000 (g / mole), ∆T_f = 8.3 × 10^-4 °C, ∆T_b = 2.09 × 10^-4°C'
 'Molecular weight: 23,000 (g / mole), ∆T_f = 6.5 × 10^-4 °C, ∆T_b = 1.73 × 10^-4 °C'
 'Molecular weight: 17,800 (g / mole), ∆T_f = 10.9 × 10^-4 °C, ∆T_b = 2.92 × 10^-4 °C'
 'Molecular weight: 20,100 (g / mole), ∆T_f = 9.3 × 10^-4 °C, ∆T_b = 2.59 × 10^-4°C'
 'Molecular weight: 22,500 (g / mole), ∆T_f = 8.1 × 10^-4 °C, ∆T_b = 2.15 × 10^-4 °C'
 'Molecular weight: 19,100 (g / mole), ∆T_f = 1.3 × 10^-4 °C, ∆T_b = 3.59 × 10^-4°C']",H,7,,chemistry,stemez-Chemistry
3909,"A sample of $255 \mathrm{mg}$ of neon occupies $3.00 \mathrm{dm}^3$ at $122 \mathrm{K}$. Use the perfect gas law to calculate the pressure of the gas.
Options:
 A. $4.20 \times 10^{-2}$ $\text{atm}$
B. $5.55 \times 10^{-2}$ $\text{atm}$
C. $6.33 \times 10^{-2}$ $\text{atm}$
D. $3.15 \times 10^{-2}$ $\text{atm}$
E. $8.21 \times 10^{-2}$ $\text{atm}$
F. $5.27 \times 10^{-2}$ $\text{atm}$
G. $4.90 \times 10^{-2}$ $\text{atm}$
H. $2.89 \times 10^{-2}$ $\text{atm}$
I. $3.98 \times 10^{-2}$ $\text{atm}$
J. $7.48 \times 10^{-2}$ $\text{atm}$","['$4.20 \\times 10^{-2}$ $\\text{atm}$'
 '$5.55 \\times 10^{-2}$ $\\text{atm}$'
 '$6.33 \\times 10^{-2}$ $\\text{atm}$'
 '$3.15 \\times 10^{-2}$ $\\text{atm}$'
 '$8.21 \\times 10^{-2}$ $\\text{atm}$'
 '$5.27 \\times 10^{-2}$ $\\text{atm}$'
 '$4.90 \\times 10^{-2}$ $\\text{atm}$'
 '$2.89 \\times 10^{-2}$ $\\text{atm}$'
 '$3.98 \\times 10^{-2}$ $\\text{atm}$'
 '$7.48 \\times 10^{-2}$ $\\text{atm}$']",A,0,,chemistry,scibench-atkins
6997,"What is the importance of the so-called ""rule of 70""?
Options:
 A. Used for predicting market trends
B. A guideline for determining the sustainable withdrawal rate from a retirement account
C. A rule to determine retirement age based on savings and life expectancy
D. Used for calculating economic growth
E. A method for calculating the compound annual growth rate of an investment
F. Allows one to quickly calculate the number of years required for a doubling of the price level
G. Used for calculating annual rate of inflation
H. A budgeting rule where 70% of income is allocated to expenses, 20% to savings, and 10% to debt repayment
I. It's a financial principle for determining the interest rate needed for an investment to grow by 70%","['Used for predicting market trends'
 'A guideline for determining the sustainable withdrawal rate from a retirement account'
 'A rule to determine retirement age based on savings and life expectancy'
 'Used for calculating economic growth'
 'A method for calculating the compound annual growth rate of an investment'
 'Allows one to quickly calculate the number of years required for a doubling of the price level'
 'Used for calculating annual rate of inflation'
 'A budgeting rule where 70% of income is allocated to expenses, 20% to savings, and 10% to debt repayment'
 ""It's a financial principle for determining the interest rate needed for an investment to grow by 70%""]",F,5,,economics,stemez-Economics
8042,"A total of x feet of fencing is to form three sides of a level rectangular yard. What is the maximum possible area of the yard, in terms of x ?
Options:
 A. 2x^2
B. x^2/6
C. x^3/8
D. x^2/8
E. x^2/4
F. x^2/9
G. x^2/16
H. x^2/12
I. x^2
J. x^2/2","['2x^2' 'x^2/6' 'x^3/8' 'x^2/8' 'x^2/4' 'x^2/9' 'x^2/16' 'x^2/12' 'x^2'
 'x^2/2']",D,3,,math,ori_mmlu-college_mathematics
3939,"Calculate the standard E°, electrode potential, of the hydrogen- oxygen fuel cell. The standard Gibbs free energy of formation (∆G^0_f)of H_2O(l) = -56,690 cal/mole.
Options:
 A. 2.458 v
B. 0.6145 v
C. 2.000 v
D. 1.750 v
E. 0.819 v
F. 1.229 v
G. 0.400 v
H. 1.482 v
I. 3.066 v
J. 0.975 v","['2.458 v' '0.6145 v' '2.000 v' '1.750 v' '0.819 v' '1.229 v' '0.400 v'
 '1.482 v' '3.066 v' '0.975 v']",F,5,,chemistry,stemez-Chemistry
11344,"The bulk temperature of water is to be raised from 50°F (283.3°K) to 80°F (300°K) by passing it through a 2 in. I.D. (0.0508m) smooth piping, which has a constant wall temperature of 210°F (372.2°K). If the average fluid velocity is 10 ft/sec, determine the length of piping needed.
Options:
 A. 14.02 ft
B. 10.56 ft
C. 18.34 ft
D. 12.76 ft
E. 15.24 ft
F. 9.84 ft
G. 8.92 ft
H. 20.48 ft
I. 22.63 ft
J. 16.40 ft","['14.02 ft' '10.56 ft' '18.34 ft' '12.76 ft' '15.24 ft' '9.84 ft'
 '8.92 ft' '20.48 ft' '22.63 ft' '16.40 ft']",D,3,,engineering,stemez-TransportPhenomena
10406,"In Python 3, which of the following function convert a string to an int in python?
Options:
 A. short(x)
B. float(x)
C. integer(x [,base])
D. double(x)
E. int(x [,base])
F. long(x [,base] )
G. num(x)
H. str(x)
I. char(x)
J. digit(x [,base])","['short(x)' 'float(x)' 'integer(x [,base])' 'double(x)' 'int(x [,base])'
 'long(x [,base] )' 'num(x)' 'str(x)' 'char(x)' 'digit(x [,base])']",E,4,,computer science,ori_mmlu-high_school_computer_science
5160,"As of 2019, which of the following had the lowest life expectancy?
Options:
 A. Australia
B. Japan
C. United States
D. Canada
E. Iran
F. Germany
G. Brazil
H. Russia
I. China
J. Mexico","['Australia' 'Japan' 'United States' 'Canada' 'Iran' 'Germany' 'Brazil'
 'Russia' 'China' 'Mexico']",J,9,,other,ori_mmlu-global_facts
5066,"Interest groups representing businesspeople and investors are often among the most successful lobbying groups in Washington, D.C., for all of the following reasons EXCEPT
Options:
 A. Such groups have the financial resources to mount sustained campaigns on their own behalf.
B. These groups often have a higher level of political influence due to their financial status.
C. Businesspeople and investors are often more educated about legislative processes.
D. These groups' constituents contribute heavily to many legislators' campaigns, and in doing so, gain greater access to legislators.
E. Businesspeople and investors have a more direct impact on the economy, thus gaining more attention from legislators.
F. These groups are often more organized and efficient in their lobbying efforts.
G. In many districts, these groups' constituents make up the majority of voters.
H. These groups can use their resources to influence public opinion through media campaigns.
I. Many such groups have been in existence for several decades or more, allowing them to master the legislative system and to develop close ties with legislators.","['Such groups have the financial resources to mount sustained campaigns on their own behalf.'
 'These groups often have a higher level of political influence due to their financial status.'
 'Businesspeople and investors are often more educated about legislative processes.'
 ""These groups' constituents contribute heavily to many legislators' campaigns, and in doing so, gain greater access to legislators.""
 'Businesspeople and investors have a more direct impact on the economy, thus gaining more attention from legislators.'
 'These groups are often more organized and efficient in their lobbying efforts.'
 ""In many districts, these groups' constituents make up the majority of voters.""
 'These groups can use their resources to influence public opinion through media campaigns.'
 'Many such groups have been in existence for several decades or more, allowing them to master the legislative system and to develop close ties with legislators.']",G,6,,other,ori_mmlu-high_school_government_and_politics
10927,"Which of the following fallacies is a way of suppressing evidence that eliminates a source of evidence from consideration by claiming the source is flawed, when there is no true relationship between the alleged flaw and the reliability of the source?
Options:
 A. straw man
B. snob appeal
C. bandwagon fallacy
D. appeal to anonymous authority
E. false dilemma
F. significance
G. appeal to ignorance
H. argumentum ad populum
I. poisoning the well
J. cherry picking","['straw man' 'snob appeal' 'bandwagon fallacy'
 'appeal to anonymous authority' 'false dilemma' 'significance'
 'appeal to ignorance' 'argumentum ad populum' 'poisoning the well'
 'cherry picking']",I,8,,philosophy,ori_mmlu-logical_fallacies
168,"A water bed sells for $330 cash or $40 down and $10.50 a month for 36 months. Find the annual interest rate charged.
Options:
 A. 14.9%
B. 16.3%
C. 18.2%
D. 19.7%
E. 21.4%
F. 15.5%
G. 23.6%
H. 22.3%
I. 20.5%
J. 17.8%","['14.9%' '16.3%' '18.2%' '19.7%' '21.4%' '15.5%' '23.6%' '22.3%' '20.5%'
 '17.8%']",D,3,,business,stemez-Business
8491,"Suppose $a$, $b,$ and $c$ are positive numbers satisfying $a^2/b = 1, b^2/c = 2, c^2/a = 3$. Find $a$.
Options:
 A. 2
B. 7^(1/6)
C. 12^(1/6)
D. 12^(1/7)
E. 6
F. 6^(1/7)
G. 1
H. 2^(1/12)
I. 7^(1/12)
J. 3","['2' '7^(1/6)' '12^(1/6)' '12^(1/7)' '6' '6^(1/7)' '1' '2^(1/12)'
 '7^(1/12)' '3']",D,3,,math,ori_mmlu-high_school_mathematics
10805,"Which of the following describes the straw person fallacy?
Options:
 A. arguing someone should do something only because it will make him or her better liked
B. saying an opposing arguer has taken a position that you can easily defeat, when he or she has not taken that position, then going on to defeat that position and claim to have done significant damage to that arguer's overall argument
C. attacking the character or background of an opposing arguer instead of responding to that person's arguments with good evidence and sound reasoni
D. responding to an argument with an expression of derision instead of a counter argument","['arguing someone should do something only because it will make him or her better liked'
 ""saying an opposing arguer has taken a position that you can easily defeat, when he or she has not taken that position, then going on to defeat that position and claim to have done significant damage to that arguer's overall argument""
 ""attacking the character or background of an opposing arguer instead of responding to that person's arguments with good evidence and sound reasoni""
 'responding to an argument with an expression of derision instead of a counter argument']",B,1,,philosophy,ori_mmlu-logical_fallacies
4649,"A 20 g chunk of Dry Ice (CO_2) is placed in an ""empty\textquotedblright 0.75 liter wine bottle and tightly corked. What would be the final pressure in the bottle after all the CO_2 has evaporated and the temperature has reached 25°C?
Options:
 A. 14.81 atm
B. 10.00 atm
C. 17.50 atm
D. 16.81 atm
E. 11.81 atm
F. 20.00 atm
G. 18.00 atm
H. 15.81 atm
I. 12.81 atm
J. 13.50 atm","['14.81 atm' '10.00 atm' '17.50 atm' '16.81 atm' '11.81 atm' '20.00 atm'
 '18.00 atm' '15.81 atm' '12.81 atm' '13.50 atm']",H,7,,chemistry,stemez-Chemistry
7659,"Which of the following statements are correct concerning the use of antithetic variates as part of a Monte Carlo experiment?

i) Antithetic variates work by reducing the number of replications required to cover the whole probability space

ii) Antithetic variates involve employing a similar variable to that used in the simulation, but whose properties are known analytically

iii) Antithetic variates involve using the negative of each of the random draws and repeating the experiment using those values as the draws

iv) Antithetic variates involve taking one over each of the random draws and repeating the experiment using those values as the draws
Options:
 A. (i), (iii), and (iv) only
B. (ii) and (iii) only
C. (iii) and (iv) only
D. (i) and (iv) only
E. (ii), (iii), and (iv) only
F. (i), (ii), and (iv) only
G. (i), (ii), (iii), and (iv)
H. (i) and (iii) only
I. (i), (ii), and (iii) only
J. (ii) and (iv) only","['(i), (iii), and (iv) only' '(ii) and (iii) only' '(iii) and (iv) only'
 '(i) and (iv) only' '(ii), (iii), and (iv) only'
 '(i), (ii), and (iv) only' '(i), (ii), (iii), and (iv)'
 '(i) and (iii) only' '(i), (ii), and (iii) only' '(ii) and (iv) only']",H,7,,economics,ori_mmlu-econometrics
5849,"Which of the following procedures would an auditor most likely perform to obtain evidence about the occurrence of subsequent events?
Options:
 A. Check compliance with laws and regulations during the subsequent event period.
B. Assess the financial stability of the company's key customers and suppliers.
C. Trace information from shipping documents to sales invoices and sales journal transactions.
D. Evaluate the adequacy of the allowance for doubtful accounts.
E. Conduct a physical count of the company's inventory.
F. Verify inventory pledged under loan agreements by confirming the details with financial institutions.
G. Compare the financial statements being reported on with those of the prior year.
H. Inquire about the current status of transactions that were recorded on the basis of preliminary data.","['Check compliance with laws and regulations during the subsequent event period.'
 ""Assess the financial stability of the company's key customers and suppliers.""
 'Trace information from shipping documents to sales invoices and sales journal transactions.'
 'Evaluate the adequacy of the allowance for doubtful accounts.'
 ""Conduct a physical count of the company's inventory.""
 'Verify inventory pledged under loan agreements by confirming the details with financial institutions.'
 'Compare the financial statements being reported on with those of the prior year.'
 'Inquire about the current status of transactions that were recorded on the basis of preliminary data.']",H,7,,other,ori_mmlu-professional_accounting
559,"ABC Corporation had a 1976 net income of $1,000,000. If ABC pays 50% taxes, what was its income before taxes?
Options:
 A. $2,250,000
B. $2,750,000
C. $2,000,000
D. $1,200,000
E. $3,000,000
F. $2,500,000
G. $1,500,000
H. $1,750,000
I. $1,250,000
J. $1,000,000","['$2,250,000' '$2,750,000' '$2,000,000' '$1,200,000' '$3,000,000'
 '$2,500,000' '$1,500,000' '$1,750,000' '$1,250,000' '$1,000,000']",C,2,,business,stemez-Business
3848,"It is known that 1 ton of TNT can produce 4.6 × 10^9 J of energy. A chemist wanted to obtain this much energy from acetylene (C_2 H_2) and oxygen (O_2) . How much C_2 H_2 and O_2 would be required? The ∆H° = - 2510 KJ for the reaction between C_2 H_2 and O_2.
Options:
 A. 0.5044 tons of C_2 H_2 and 1.046 tons of O_2
B. 0.2544 tons of C_2 H_2 and 0.796 tons of O_2
C. .3044 tons of C_2 H_2 and 0.846 tons of O_2
D. 0.0544 tons of C_2 H_2 and 0.596 tons of O_2
E. 0.1544 tons of C_2 H_2 and 0.696 tons of O_2
F. 0.3044 tons of C_2 H_2 and 0.896 tons of O_2
G. 0.1244 tons of C_2 H_2 and 0.666 tons of O_2
H. .1044 tons of C_2 H_2 and 0.646 tons of O_2
I. .2044 tons of C_2 H_2 and 0.746 tons of O_2
J. .4044 tons of C_2 H_2 and 0.946 tons of O_2","['0.5044 tons of C_2 H_2 and 1.046 tons of O_2'
 '0.2544 tons of C_2 H_2 and 0.796 tons of O_2'
 '.3044 tons of C_2 H_2 and 0.846 tons of O_2'
 '0.0544 tons of C_2 H_2 and 0.596 tons of O_2'
 '0.1544 tons of C_2 H_2 and 0.696 tons of O_2'
 '0.3044 tons of C_2 H_2 and 0.896 tons of O_2'
 '0.1244 tons of C_2 H_2 and 0.666 tons of O_2'
 '.1044 tons of C_2 H_2 and 0.646 tons of O_2'
 '.2044 tons of C_2 H_2 and 0.746 tons of O_2'
 '.4044 tons of C_2 H_2 and 0.946 tons of O_2']",H,7,,chemistry,stemez-Chemistry
7022,"Differentiate between apparent unemployment and disguised unemployment or underemployment.
Options:
 A. Apparent unemployment is when a worker is over-employed, while disguised unemployment is when a worker is underemployed
B. Apparent unemployment is when a worker is voluntarily out of work, while disguised unemployment is when the worker is employed at his full capability
C. Apparent unemployment refers to the seasonal fluctuation of workers in jobs, while disguised unemployment is when a worker is employed in a job that matches their skills perfectly.
D. Apparent unemployment is visible and counted in statistics, while disguised unemployment is when a worker is employed but wishes to work more hours.
E. Apparent unemployment occurs when a worker is actively looking for work but cannot find it, while disguised unemployment is when a worker is employed in a role that does not utilize their full training or education.
F. Apparent unemployment is when a worker is part of the workforce but not seeking employment, while disguised unemployment is when a worker is overqualified for their current role.
G. Apparent unemployment is when a worker is employed below the minimum wage, while disguised unemployment is when a worker is employed at a job that is not reflected in employment statistics.
H. Apparent unemployment is when a worker chooses not to work, while disguised unemployment is when a worker is forced to work
I. Apparent unemployment is when a worker is temporarily laid off, while disguised unemployment is when a worker is employed in a job that requires less skill than they have.
J. Apparent unemployment is when a worker is involuntarily out of work, while disguised unemployment or underemployment is when the worker may have a job but is not employed to the limits of his capability.","['Apparent unemployment is when a worker is over-employed, while disguised unemployment is when a worker is underemployed'
 'Apparent unemployment is when a worker is voluntarily out of work, while disguised unemployment is when the worker is employed at his full capability'
 'Apparent unemployment refers to the seasonal fluctuation of workers in jobs, while disguised unemployment is when a worker is employed in a job that matches their skills perfectly.'
 'Apparent unemployment is visible and counted in statistics, while disguised unemployment is when a worker is employed but wishes to work more hours.'
 'Apparent unemployment occurs when a worker is actively looking for work but cannot find it, while disguised unemployment is when a worker is employed in a role that does not utilize their full training or education.'
 'Apparent unemployment is when a worker is part of the workforce but not seeking employment, while disguised unemployment is when a worker is overqualified for their current role.'
 'Apparent unemployment is when a worker is employed below the minimum wage, while disguised unemployment is when a worker is employed at a job that is not reflected in employment statistics.'
 'Apparent unemployment is when a worker chooses not to work, while disguised unemployment is when a worker is forced to work'
 'Apparent unemployment is when a worker is temporarily laid off, while disguised unemployment is when a worker is employed in a job that requires less skill than they have.'
 'Apparent unemployment is when a worker is involuntarily out of work, while disguised unemployment or underemployment is when the worker may have a job but is not employed to the limits of his capability.']",J,9,,economics,stemez-Economics
7482,"Potential GDP will fall ceteris paribus if
Options:
 A. tariffs protecting domestic jobs are eliminated.
B. the literacy rate improves.
C. the tax rate is lowered.
D. the inflation rate decreases.
E. there is an increase in technological advancements.
F. foreign investments increase.
G. more immigration is allowed.
H. the retirement age is lowered.","['tariffs protecting domestic jobs are eliminated.'
 'the literacy rate improves.' 'the tax rate is lowered.'
 'the inflation rate decreases.'
 'there is an increase in technological advancements.'
 'foreign investments increase.' 'more immigration is allowed.'
 'the retirement age is lowered.']",H,7,,economics,ori_mmlu-high_school_macroeconomics
